"Year","bank_id","Model","MES","CoVaR","ACoVaR","Size","Lev","Cost_TI","NPA","DSIB","RWA_TA","WPS","ROE","Acquirer","Target","Type","Distance","MES_pos","ACoVar_pos","CoVar_pos","SIZE_ortho","INSTABILITY","ENDOGENOUS","EXOGENOUS","Model_lag","MES_lag","ACoVar_lag","CoVar_lag","SIZE_lag","Lev_lag","Cost_TI_lag","NPA_lag","DSIB_lag","RWA_TA_lag","WPS_lag","ROE_lag","Type_lag","Acquirer_lag","Target_lag","Distance_lag","IMR_BM4","IMR_BM1","IMR_BM2","IMR_BM3","BM1_lag","BM2_lag","BM3_lag"
2016,"DCB","BM3",-3.8965975,-1.8976453,-0.6071467,9.85841294,10.66779597,25.58370794,1.514466772,0,10.5439506,0.1478896,11.50773449,0,0,0,25.19408633,3.8965975,0.6071467,1.8976453,-1.07695753694218,1,1,0,"BM3",2.8893431,0.638174,1.9726176,-1.27931403632717,10.15519069,24.96591134,1.762398688,0,11.6931352,0.1336585,13.942081,0,0,0,20.16523348,-0.530228411383469,-0.556591800087312,-0.103711124792116,-0.533065999259717,0,0,1
2017,"DCB","BM3",-1.5514407,-1.4875502,-0.4951179,10.08773969,10.90596086,26.9991446,1.592865566,0,8.6244554,0.1735976,9.991113959,0,0,0,20.00301933,1.5514407,0.4951179,1.4875502,-0.831604888629407,1,1,0,"BM3",3.8965975,0.6071467,1.8976453,-1.07695753694218,10.66779597,25.58370794,1.514466772,0,10.5439506,0.1478896,11.50773449,0,0,0,25.19408633,-0.39690063121303,-0.470866273055771,-0.100201039941628,-0.708035353524923,0,0,1
2018,"DCB","BM3",-1.1285623,-1.7374086,-0.5788183,10.31632846,10.76349767,28.66899858,1.794554335,0,6.1894533,0.2035514,9.788809296,0,0,0,21.50987453,1.1285623,0.5788183,1.7374086,-0.609351964823522,1,1,0,"BM3",1.5514407,0.4951179,1.4875502,-0.831604888629407,10.90596086,26.9991446,1.592865566,0,8.6244554,0.1735976,9.991113959,0,0,0,20.00301933,-0.454597276846632,-0.608936078376479,-0.108250718072384,-0.544929888362422,0,0,1
2019,"DCB","BM3",-2.2655177,-1.8300311,-0.5917969,10.485475,11.48793771,25.14563942,1.842012281,0,5.1448748,0.2206557,10.98572718,0,0,0,21.5249701,2.2655177,0.5917969,1.8300311,-0.544000335158003,1,1,0,"BM3",1.1285623,0.5788183,1.7374086,-0.609351964823522,10.76349767,28.66899858,1.794554335,0,6.1894533,0.2035514,9.788809296,0,0,0,21.50987453,-0.433324564621498,-0.626896181589019,-0.129559452754985,-0.534350721740056,0,0,1
2020,"DCB","BM3",-5.6072956,-2.4753206,-0.7016591,10.55854704,11.25173402,22.98899549,2.458234039,0,4.541781,0.2173154,10.33798937,0,0,0,22.81729547,5.6072956,0.7016591,2.4753206,-0.622621662672433,1,0,1,"BM3",2.2655177,0.5917969,1.8300311,-0.544000335158003,11.48793771,25.14563942,1.842012281,0,5.1448748,0.2206557,10.98572718,0,0,0,21.5249701,-0.470382631392472,-0.64512116887922,-0.108085590155184,-0.487178115819558,0,0,1
2021,"DCB","BM3",-3.6549236,-1.6616362,-0.4956047,10.58663816,10.53643814,21.68592368,4.092661322,0,3.9864764,0.1906498,9.353,0,0,0,21.51919944,3.6549236,0.4956047,1.6616362,-0.805414636119242,0,0,0,"BM3",5.6072956,0.7016591,2.4753206,-0.622621662672433,11.25173402,22.98899549,2.458234039,0,4.541781,0.2173154,10.33798937,0,0,0,22.81729547,-0.499465770799836,-0.633057002194916,-0.101292497738473,-0.476322573484157,0,0,1
2022,"DCB","BM3",-2.2893908,-1.8696327,-0.5575115,10.70979736,11.06310328,25.53882232,4.321178104,0,3.6694463,0.2019231,7.364906,0,0,0,21.22237772,2.2893908,0.5575115,1.8696327,-0.537128747328016,0,0,0,"BM3",3.6549236,0.4956047,1.6616362,-0.805414636119242,10.53643814,21.68592368,4.092661322,0,3.9864764,0.1906498,9.353,0,0,0,21.51919944,-0.590707817321316,-0.65465593280915,-0.111344814815409,-0.319865871323165,0,0,1
2023,"DCB","BM3",-2.4306269,-1.5650854,-0.5286222,10.86601031,11.46836784,29.06204564,3.191714345,0,3.3894949,0.2162702,10.808178,0,0,0,27.36149727,2.4306269,0.5286222,1.5650854,-0.128560544759289,0,0,0,"BM3",2.2893908,0.5575115,1.8696327,-0.537128747328016,11.06310328,25.53882232,4.321178104,0,3.6694463,0.2019231,7.364906,0,0,0,21.22237772,-0.544756240565024,-0.682833965527011,-0.160488630035943,-0.309973508639208,0,0,1
2024,"DCB","BM3",-3.3664101,-1.8988655,-0.6039562,11.05147661,12.4302141,26.34712434,3.234359964,0,2.9911025,0.2270834,11.122822,0,0,0,28.1205529,3.3664101,0.6039562,1.8988655,0.00541468059333359,0,0,0,"BM3",2.4306269,0.5286222,1.5650854,-0.128560544759289,11.46836784,29.06204564,3.191714345,0,3.3894949,0.2162702,10.808178,0,0,0,27.36149727,-0.446215815431174,-0.593926541102304,-0.229531960632879,-0.513478359601055,0,0,1
2006,"DENA*","BM2",-4.8220492,-2.6317604,-0.824815,10.18660924,19.82121133,25.52527842,6.437574715,0,10.1742306,1.0912948,5.975321,0,0,1,18.72089003,4.8220492,0.824815,2.6317604,-0.765948097009076,0,0,0,"BM2",3.0124971,0.6808581,2.0743069,-0.781143292976819,21.77015561,30.23050682,9.671220639,0,10.0224588,1.1371906,5.650696,1,0,0,22.68467255,-0.131757568158003,-0.313852281361551,-0.905425529099257,-0.0158927655495886,0,1,0
2007,"DENA*","BM2",-5.8155384,-3.0326098,-0.9313144,10.35617485,21.01744352,24.36269245,4.07492606,0,7.9164816,1.026717,14.216424,0,0,1,15.04398761,5.8155384,0.9313144,3.0326098,-0.368643847910522,1,0,1,"BM2",4.8220492,0.824815,2.6317604,-0.765948097009076,19.82121133,25.52527842,6.437574715,0,10.1742306,1.0912948,5.975321,1,0,0,18.72089003,-0.29197251307304,-0.618771646246061,-0.650563073622145,-0.0873646281684029,0,1,0
2008,"DENA*","BM2",-7.7520951,-4.1678006,-1.1885318,10.56208796,21.45972361,20.62257788,2.45070784,0,6.6930831,1.022366,21.824804,0,0,1,14.68223547,7.7520951,1.1885318,4.1678006,-0.134913659496884,1,0,1,"BM2",5.8155384,0.9313144,3.0326098,-0.368643847910522,21.01744352,24.36269245,4.07492606,0,7.9164816,1.026717,14.216424,1,0,0,15.04398761,-0.311814221376732,-0.729139692185097,-0.514701803194138,-0.0762583790149871,0,1,0
2009,"DENA*","BM4",-6.0680148,-3.3034212,-0.971289,10.78850445,22.32693048,19.81085928,2.126973643,0,4.9036454,1.0595246,21.286594,0,0,1,12.36544777,6.0680148,0.971289,3.3034212,0.0949420451003589,1,0,1,"BM2",7.7520951,1.1885318,4.1678006,-0.134913659496884,21.45972361,20.62257788,2.45070784,0,6.6930831,1.022366,21.824804,1,0,0,14.68223547,-0.36999541390303,-0.76858502647284,-0.401551480085299,-0.0859782933177577,0,1,0
2010,"DENA*","BM2",-4.0297448,-1.9215811,-0.6692182,10.96104477,22.1343053,18.44053231,1.797213492,0,3.9003369,1.0816336,21.426376,0,0,1,10.58755208,4.0297448,0.6692182,1.9215811,0.202346752407778,0,0,0,"BM4",6.0680148,0.971289,3.3034212,0.0949420451003589,22.32693048,19.81085928,2.126973643,0,4.9036454,1.0595246,21.286594,1,0,0,12.36544777,-0.351645482783709,-0.813723497287461,-0.336643971738685,-0.0669021693782005,0,0,0
2011,"DENA*","BM4",-3.7635599,-2.5681548,-0.8304795,11.16815678,19.37633598,19.28050149,1.864874123,0,3.5095688,1.1433593,19.548341,0,0,1,13.15336249,3.7635599,0.8304795,2.5681548,0.22080778140082,0,0,0,"BM2",4.0297448,0.6692182,1.9215811,0.202346752407778,22.1343053,18.44053231,1.797213492,0,3.9003369,1.0816336,21.426376,1,0,0,10.58755208,-0.366659847835487,-0.835402865577255,-0.269201837659458,-0.0619258482444341,0,1,0
2012,"DENA*","BM2",-4.2878769,-2.1935575,-0.7451065,11.3781123,19.51785758,15.65480408,1.673396409,0,3.4802779,1.1957266,19.749557,0,0,1,8.743005811,4.2878769,0.7451065,2.1935575,0.299738086584288,0,0,0,"BM4",3.7635599,0.8304795,2.5681548,0.22080778140082,19.37633598,19.28050149,1.864874123,0,3.5095688,1.1433593,19.548341,1,0,0,13.15336249,-0.413705569291887,-0.800362126627906,-0.270875888845886,-0.112673526457169,0,0,0
2013,"DENA*","BM4",-4.4037956,-2.2365245,-0.7361016,11.63903308,19.68081017,13.60248613,2.185550926,0,2.7976751,1.308363,15.825705,0,0,1,9.119458962,4.4037956,0.7361016,2.2365245,0.389011714554507,0,0,0,"BM2",4.2878769,0.7451065,2.1935575,0.299738086584288,19.51785758,15.65480408,1.673396409,0,3.4802779,1.1957266,19.749557,1,0,0,8.743005811,-0.466064834201889,-0.811186939723064,-0.176406747124002,-0.0825909005123093,0,1,0
2014,"DENA*","BM4",-2.8684073,-1.8266125,-0.6450129,11.73497633,17.48178868,15.12392002,3.327357048,0,3.8664588,1.2894112,8.548562,0,0,1,9.080987346,2.8684073,0.6450129,1.8266125,0.294086107616991,0,0,0,"BM4",4.4037956,0.7361016,2.2365245,0.389011714554507,19.68081017,13.60248613,2.185550926,0,2.7976751,1.308363,15.825705,1,0,0,9.119458962,-0.475242033964526,-0.810720695253677,-0.154624300818918,-0.0894914184151764,0,0,0
2015,"DENA*","BM1",-1.8237877,-2.0900417,-0.6846223,11.77467838,17.46213194,16.01178554,5.448444578,0,3.9516705,1.2289386,3.641075,0,0,1,11.11270401,1.8237877,0.6846223,2.0900417,0.211077929116152,1,1,0,"BM4",2.8684073,0.6450129,1.8266125,0.294086107616991,17.48178868,15.12392002,3.327357048,0,3.8664588,1.2894112,8.548562,1,0,0,9.080987346,-0.504332837801125,-0.783481522341195,-0.161757336327791,-0.119514791286044,0,0,0
2016,"DENA*","BM4",-2.5423674,-2.0357297,-0.6700303,11.8014195,18.68544275,19.96250571,9.976016876,0,4.5435886,1.1635294,-12.82874935,0,0,1,11.84823122,2.5423674,0.6700303,2.0357297,0.0820632604539837,1,1,0,"BM1",1.8237877,0.6846223,2.0900417,0.211077929116152,17.46213194,16.01178554,5.448444578,0,3.9516705,1.2289386,3.641075,1,0,0,11.11270401,-0.506289489719284,-0.762310264698227,-0.236100720385602,-0.097805474389362,1,0,0
2017,"DENA*","BM2",-1.1609734,-1.6845246,-0.5791425,11.77167177,16.85467252,19.85070521,16.27428387,0,5.3353342,1.0254538,-11.64965515,0,0,1,16.00912244,1.1609734,0.5791425,1.6845246,-0.416713115610724,1,1,0,"BM4",2.5423674,0.6700303,2.0357297,0.0820632604539837,18.68544275,19.96250571,9.976016876,0,4.5435886,1.1635294,-12.82874935,1,0,0,11.84823122,-0.401069725754483,-0.735006135097776,-0.444188385114382,-0.0489464221791592,0,0,0
2018,"DENA*","BM2",-1.3774527,-1.8740863,-0.6379352,11.70238644,13.13293582,24.44769111,22.03899614,0,16.8543391,0.8998652,-22.77546104,0,0,1,15.31164208,1.3774527,0.6379352,1.8740863,-0.787096155827868,1,1,0,"BM2",1.1609734,0.5791425,1.6845246,-0.416713115610724,16.85467252,19.85070521,16.27428387,0,5.3353342,1.0254538,-11.64965515,1,0,0,16.00912244,-0.401505022754569,-0.401181808485992,-0.766736606367905,-0.0062309364195607,0,1,0
2006,"DHB","BM1",-2.9596507,-2.3801937,-0.4309765,7.954631895,21.1964831,35.29254423,6.98594444,0,11.5418749,0.1169997,7.658237,0,0,0,17.77524523,2.9596507,0.4309765,2.3801937,-2.27502718702203,0,0,0,"BM1",2.5941881,0.3844296,1.8531329,-2.59748480723188,23.17372784,33.5296,8.905440644,0,11.9317051,0.1272794,-17.407145,0,0,0,21.68576962,-0.133714084197169,-0.830892481436503,-0.456152376712073,-0.0721648411533756,1,0,0
2007,"DHB","BM1",-3.6402926,-2.7476309,-0.4732262,8.145533738,23.3957583,31.7768752,5.241538921,0,9.5165338,0.1144987,11.456158,0,0,0,18.55108402,3.6402926,0.4732262,2.7476309,-1.96752658134506,1,0,1,"BM1",2.9596507,0.4309765,2.3801937,-2.27502718702203,21.1964831,35.29254423,6.98594444,0,11.5418749,0.1169997,7.658237,0,0,0,17.77524523,-0.215666494857396,-0.752487996242023,-0.55183134551023,-0.0300138669036276,1,0,0
2008,"DHB","BM1",-5.0319738,-3.8634036,-0.552684,8.302261728,23.41579077,27.22461577,3.007088565,0,8.630732,0.1086853,17.811552,0,0,0,19.71382099,5.0319738,0.552684,3.8634036,-1.80643408597109,1,0,1,"BM1",3.6402926,0.4732262,2.7476309,-1.96752658134506,23.3957583,31.7768752,5.241538921,0,9.5165338,0.1144987,11.456158,0,0,0,18.55108402,-0.205466894575779,-0.83005800061897,-0.430849664463241,-0.0375171802986606,1,0,0
2009,"DHB","BM1",-4.0508187,-3.0720548,-0.4716347,8.638139946,13.29355453,23.18161839,2.015921872,0,7.3877274,0.1222881,19.255999,0,0,0,15.1109527,4.0508187,0.4716347,3.0720548,-2.2358577309414,1,0,1,"BM1",5.0319738,0.552684,3.8634036,-1.80643408597109,23.41579077,27.22461577,3.007088565,0,8.630732,0.1086853,17.811552,0,0,0,19.71382099,-0.242425456160606,-0.875800704527304,-0.288946494604656,-0.0685053149334661,1,0,0
2010,"DHB","BM1",-1.7526895,-1.7417757,-0.3897008,8.997999635,18.37607774,30.82977731,1.54806226,0,6.103416,0.1495387,5.39091,0,0,0,13.38685957,1.7526895,0.3897008,1.7417757,-1.35239243192191,0,0,0,"BM1",4.0508187,0.4716347,3.0720548,-2.2358577309414,13.29355453,23.18161839,2.015921872,0,7.3877274,0.1222881,19.255999,0,0,0,15.1109527,-0.469391273128389,-0.818017590425966,-0.0864084522329909,-0.143012439458682,1,0,0
2011,"DHB","BM3",-2.8388403,-2.3375134,-0.4576345,9.565785059,16.89258145,32.70720861,0.740086898,0,5.05664,0.223111,4.057267,0,0,0,28.52912614,2.8388403,0.4576345,2.3375134,-0.803576987904962,0,0,0,"BM1",1.7526895,0.3897008,1.7417757,-1.35239243192191,18.37607774,30.82977731,1.54806226,0,6.103416,0.1495387,5.39091,0,0,0,13.38685957,-0.224566431706017,-0.912472482620921,-0.123619656989736,-0.150138541978393,1,0,0
2012,"DHB","BM3",-2.8520252,-1.9563294,-0.4268495,9.594001921,20.15321248,31.80651405,1.1905615,0,6.1126069,0.1829135,-14.70252,0,0,0,27.73328654,2.8520252,0.4268495,1.9563294,-0.740643289613693,0,0,0,"BM3",2.8388403,0.4576345,2.3375134,-0.803576987904962,16.89258145,32.70720861,0.740086898,0,5.05664,0.223111,4.057267,0,0,0,28.52912614,-0.167628272833768,-0.657045979984726,-0.171427607554373,-0.640708131584854,0,0,1
2013,"DHB","BM3",-1.9003779,-1.988959,-0.4170135,9.534565793,18.05434715,23.85727454,4.889638027,0,5.5660914,0.1507755,0.351014,0,0,0,22.93735926,1.9003779,0.4170135,1.988959,-1.36665449061098,0,0,0,"BM3",2.8520252,0.4268495,1.9563294,-0.740643289613693,20.15321248,31.80651405,1.1905615,0,6.1126069,0.1829135,-14.70252,0,0,0,27.73328654,-0.0776368020735555,-0.599436301482304,-0.0955012047181286,-0.743904371675784,0,0,1
2014,"DHB","BM1",-3.2003275,-1.5865294,-0.3822572,9.594758124,19.94729315,25.4500151,5.983137557,0,9.8895257,0.1421887,-33.536728,0,0,0,15.33284283,3.2003275,0.3822572,1.5865294,-1.37647046838601,0,0,0,"BM3",1.9003779,0.4170135,1.988959,-1.36665449061098,18.05434715,23.85727454,4.889638027,0,5.5660914,0.1507755,0.351014,0,0,0,22.93735926,-0.324975939095693,-0.840718031167315,-0.186308198607686,-0.219537005583711,0,0,1
2015,"DHB","BM1",-1.5045419,-1.8309161,-0.384731,9.571638216,19.82704906,26.17357218,7.000001254,0,12.8922043,0.1312476,-33.074065,0,0,0,13.92314892,1.5045419,0.384731,1.8309161,-1.3901202284913,1,1,0,"BM1",3.2003275,0.3822572,1.5865294,-1.37647046838601,19.94729315,25.4500151,5.983137557,0,9.8895257,0.1421887,-33.536728,0,0,0,15.33284283,-0.163755254665043,-0.868218790342003,-0.0833754127594313,-0.359514910605,1,0,0
2016,"DHB","BM1",-2.5408669,-1.7816418,-0.3797548,9.430518138,24.53562307,29.73481803,6.357728688,0,18.9580437,0.1124953,-34.00723618,0,0,0,14.23611656,2.5408669,0.3797548,1.7816418,-0.950494797736264,1,1,0,"BM1",1.5045419,0.384731,1.8309161,-1.3901202284913,19.82704906,26.17357218,7.000001254,0,12.8922043,0.1312476,-33.074065,0,0,0,13.92314892,-0.209885441899172,-0.862788382478211,-0.124929978265637,-0.318846942962556,1,0,0
2017,"DHB","BM4",-2.0117912,-1.4305563,-0.3509646,9.420043776,18.84409671,29.04371112,4.784902049,0,16.5837043,0.10164,2.129630123,0,0,0,19.05180194,2.0117912,0.3509646,1.4305563,-1.01990694918245,1,1,0,"BM1",2.5408669,0.3797548,1.7816418,-0.950494797736264,24.53562307,29.73481803,6.357728688,0,18.9580437,0.1124953,-34.00723618,0,0,0,14.23611656,-0.161097776327347,-0.812161710758856,-0.23716479577656,-0.390147024683548,1,0,0
2018,"DHB","BM4",-1.3337421,-1.653416,-0.3862009,9.416253089,16.39368401,27.07401833,7.348120753,0,14.8469783,0.0925865,-3.543514881,0,0,0,22.02505048,1.3337421,0.3862009,1.653416,-1.49202868450233,1,1,0,"BM4",2.0117912,0.3509646,1.4305563,-1.01990694918245,18.84409671,29.04371112,4.784902049,0,16.5837043,0.10164,2.129630123,0,0,0,19.05180194,-0.397880427935801,-0.693027696974083,-0.382924660308821,-0.287137166554869,0,0,0
2019,"DHB","BM4",-1.2563812,-1.7421697,-0.3882631,9.375760653,15.50176448,29.73775692,7.471757138,0,15.5954345,0.0822815,1.544954141,0,0,0,18.70032075,1.2563812,0.3882631,1.7421697,-1.44271814388511,1,1,0,"BM4",1.3337421,0.3862009,1.653416,-1.49202868450233,16.39368401,27.07401833,7.348120753,0,14.8469783,0.0925865,-3.543514881,0,0,0,22.02505048,-0.452349671440127,-0.670066655617931,-0.387555815157886,-0.254859676760073,0,0,0
2020,"DHB","BM4",-5.886213,-2.3380188,-0.409593,9.414512425,14.83242939,29.44817689,5.901257411,0,14.3154998,0.0780253,8.284224131,0,0,0,21.79614769,5.886213,0.409593,2.3380188,-1.32661742490726,1,0,1,"BM4",1.2563812,0.3882631,1.7421697,-1.44271814388511,15.50176448,29.73775692,7.471757138,0,15.5954345,0.0822815,1.544954141,0,0,0,18.70032075,-0.494144579570028,-0.636266466724095,-0.452579535205719,-0.156926818280178,0,0,0
2021,"DHB","BM2",-1.9348365,-1.6027806,-0.3494295,9.48010081,15.15626423,34.76258497,9.227548559,0,13.3511074,0.0751711,4.398,0,0,0,27.01935986,1.9348365,0.3494295,1.6027806,-1.29220550690124,0,0,0,"BM4",5.886213,0.409593,2.3380188,-1.32661742490726,14.83242939,29.44817689,5.901257411,0,14.3154998,0.0780253,8.284224131,0,0,0,21.79614769,-0.502821055982358,-0.618678965597919,-0.424186830652407,-0.230990817542975,0,0,0
2022,"DHB","BM2",-2.6716501,-1.776435,-0.3613076,9.532116839,15.32858024,36.57662922,6.318883696,0,14.1293068,0.0721911,4.070526,0,0,0,23.44495074,2.6716501,0.3613076,1.776435,-0.961962371857498,0,0,0,"BM2",1.9348365,0.3494295,1.6027806,-1.29220550690124,15.15626423,34.76258497,9.227548559,0,13.3511074,0.0751711,4.398,0,0,0,27.01935986,-0.342058945158368,-0.430693418348449,-0.761810422128024,-0.103811274328478,0,1,0
2023,"DHB","BM2",-2.4233045,-1.4944261,-0.3633123,9.624575742,15.74376846,37.27384436,5.187375745,0,13.5715812,0.0700204,5.304507,0,0,0,26.19242112,2.4233045,0.3633123,1.4944261,-0.742113423734261,0,0,0,"BM2",2.6716501,0.3613076,1.776435,-0.961962371857498,15.32858024,36.57662922,6.318883696,0,14.1293068,0.0721911,4.070526,0,0,0,23.44495074,-0.350825261901284,-0.548213664783334,-0.630444369879208,-0.22694251887942,0,1,0
2024,"DHB","BM2",-1.624071,-1.8025249,-0.3843081,9.67795921,15.50055809,39.84770403,4.051309876,0,12.4712923,0.0657526,5.808582,0,0,0,27.99762089,1.624071,0.3843081,1.8025249,-0.545337504540055,0,0,0,"BM2",2.4233045,0.3633123,1.4944261,-0.742113423734261,15.74376846,37.27384436,5.187375745,0,13.5715812,0.0700204,5.304507,0,0,0,26.19242112,-0.305260410248638,-0.526329426465088,-0.61993004161173,-0.333623323345984,0,1,0
2006,"FED","BM1",-5.787097,-2.7101119,-0.8885136,9.935127019,16.51449283,22.04864391,4.622810518,0,3.0158896,0.8259292,22.824875,0,0,0,15.16993714,5.787097,0.8885136,2.7101119,-1.1681850823368,0,0,0,"BM1",2.6949669,0.7756304,2.1768728,-1.15784994859334,23.25430221,22.37071613,7.285978415,0,3.4605488,0.8267966,13.130335,0,0,0,18.60661772,-0.359486851106957,-0.806999097760355,-0.360913131518342,-0.0191761855713717,1,0,0
2007,"FED","BM1",-3.2188517,-3.0423887,-0.897372,10.13022195,16.70203849,19.30097678,2.952150291,0,2.5404754,0.8003318,21.272678,0,0,0,10.192016,3.2188517,0.897372,3.0423887,-0.972388138491351,1,0,1,"BM1",5.787097,0.8885136,2.7101119,-1.1681850823368,16.51449283,22.04864391,4.622810518,0,3.0158896,0.8259292,22.824875,0,0,0,15.16993714,-0.552752246733877,-0.761119369984924,-0.184605497818202,-0.0392699763019115,1,0,0
2008,"FED","BM4",-5.8246959,-4.2580077,-1.2101454,10.38919403,8.280429015,16.10283164,2.426657008,0,2.3426129,0.7805083,13.561542,0,0,0,9.755099737,5.8246959,1.2101454,4.2580077,-1.40873779233036,1,0,1,"BM1",3.2188517,0.897372,3.0423887,-0.972388138491351,16.70203849,19.30097678,2.952150291,0,2.5404754,0.8003318,21.272678,0,0,0,10.192016,-0.531635505990636,-0.802025986863201,-0.0867474836351205,-0.0436921610772043,1,0,0
2009,"FED","BM4",-3.5219906,-3.5536049,-1.0398294,10.56748561,8.981040232,14.91602982,2.573646254,0,2.1771987,0.7924341,12.130865,0,0,0,16.72622349,3.5219906,1.0398294,3.5536049,-1.25652679200788,1,0,1,"BM4",5.8246959,1.2101454,4.2580077,-1.40873779233036,8.280429015,16.10283164,2.426657008,0,2.3426129,0.7805083,13.561542,0,0,0,9.755099737,-0.673680773214544,-0.674893700436952,-0.0236753486188857,-0.143270482263021,0,0,0
2010,"FED","BM4",-2.2969731,-2.0480501,-0.7392132,10.68454499,9.311605297,16.10063109,2.970811166,0,2.1328893,0.7596074,10.304534,0,0,0,17.71048991,2.2969731,0.7392132,2.0480501,-1.10354552220275,0,0,0,"BM4",3.5219906,1.0398294,3.5536049,-1.25652679200788,8.981040232,14.91602982,2.573646254,0,2.1771987,0.7924341,12.130865,0,0,0,16.72622349,-0.653052856114161,-0.642121505856292,-0.0314964009452856,-0.268968601434486,0,0,0
2011,"FED","BM4",-1.9987271,-2.5553955,-0.829718,10.84848943,10.07237653,18.30089609,3.490834784,0,1.979821,0.7659498,11.982378,0,0,0,21.21567841,1.9987271,0.829718,2.5553955,-0.829895399321625,0,0,0,"BM4",2.2969731,0.7392132,2.0480501,-1.10354552220275,9.311605297,16.10063109,2.970811166,0,2.1328893,0.7596074,10.304534,0,0,0,17.71048991,-0.638441274382967,-0.646330032856313,-0.0399282810416686,-0.28610579910259,0,0,0
2012,"FED","BM4",-2.0890969,-2.1350985,-0.7558304,11.01249186,10.62448282,16.07807602,3.351601209,0,1.6955006,0.7582979,14.365239,0,0,0,25.0652737,2.0890969,0.7558304,2.1350985,-0.691142994699125,0,0,0,"BM4",1.9987271,0.829718,2.5553955,-0.829895399321625,10.07237653,18.30089609,3.490834784,0,1.979821,0.7659498,11.982378,0,0,0,21.21567841,-0.637739495291476,-0.629095362152133,-0.0730670943071137,-0.304648293502361,0,0,0
2013,"FED","BM4",-3.384735,-2.1993969,-0.7919337,11.17089907,11.16052646,17.3380847,3.438487535,0,1.6348676,0.7754693,13.88731,0,0,0,25.75089268,3.384735,0.7919337,2.1993969,-0.46388489234697,0,0,0,"BM4",2.0890969,0.7558304,2.1350985,-0.691142994699125,10.62448282,16.07807602,3.351601209,0,1.6955006,0.7582979,14.365239,0,0,0,25.0652737,-0.643992828679773,-0.578931702700202,-0.0754154896221388,-0.373923426246907,0,0,0
2014,"FED","BM4",-3.4235639,-1.7862517,-0.7116947,11.21981732,10.73205954,18.87544421,2.462584304,0,1.5146862,0.6999891,12.600406,0,0,0,21.75387411,3.4235639,0.7116947,1.7862517,-0.312908519999424,0,0,0,"BM4",3.384735,0.7919337,2.1993969,-0.46388489234697,11.16052646,17.3380847,3.438487535,0,1.6348676,0.7754693,13.88731,0,0,0,25.75089268,-0.628875816993904,-0.578016314367581,-0.0936506718987546,-0.39076209930558,0,0,0
